Date,Close
24 05 2023,786.3868408
25 05 2023,783.3693237
26 05 2023,786.3868408
29 05 2023,795.9744873
30 05 2023,796.5828857
31 05 2023,783.9777222
01 06 2023,780.6439209
02 06 2023,781.8605957
05 06 2023,780.838562
06 06 2023,778.4052124
07 06 2023,782.4446411
08 06 2023,782.9312744
09 06 2023,783.8560791
12 06 2023,779.0865479
13 06 2023,780.4005127
14 06 2023,779.5488281
15 06 2023,769.9611816
16 06 2023,780.0355225
19 06 2023,780.7169189
20 06 2023,782.3473511
21 06 2023,796.0231934
22 06 2023,799.916687
23 06 2023,799.868042
26 06 2023,795.9988403
27 06 2023,807.21698
28 06 2023,815.7583008
30 06 2023,828.0471191
03 07 2023,837.0021362
04 07 2023,841.090332
05 07 2023,814.3712158
06 07 2023,815.1986084
07 07 2023,808.0930176
10 07 2023,806.1705933
11 07 2023,802.2528076
12 07 2023,794.7334595
13 07 2023,798.6999512
14 07 2023,800.3547363
17 07 2023,817.0966797
18 07 2023,816.4153442
19 07 2023,820.1140747
20 07 2023,821.8905029
21 07 2023,815.5636597
24 07 2023,816.8533325
25 07 2023,825.7110596
26 07 2023,822.8395386
27 07 2023,814.2982788
28 07 2023,799.868042
31 07 2023,803.6154175
01 08 2023,808.9934082
02 08 2023,798.407959
03 08 2023,792.6407471
04 08 2023,804.1021118
07 08 2023,803.6398315
08 08 2023,802.9828491
09 08 2023,803.2747803
10 08 2023,796.1448364
11 08 2023,787.8468628
14 08 2023,784.0020752
16 08 2023,781.7145996
17 08 2023,777.3831787
18 08 2023,774.1953125
21 08 2023,773.5869141
22 08 2023,770.2775269
23 08 2023,772.1755371
24 08 2023,768.6228027
25 08 2023,759.9597778
28 08 2023,767.8684082
29 08 2023,773.9763184
30 08 2023,768.3307495
31 08 2023,764.8022461
01 09 2023,766.3840332
04 09 2023,771.1779785
05 09 2023,766.4813843
06 09 2023,776.5070801
07 09 2023,783.9777222
08 09 2023,790.0856323
11 09 2023,794.1738281
12 09 2023,796.6558838
13 09 2023,800.0626831
14 09 2023,799.5759888
15 09 2023,808.750061
18 09 2023,792.8354492
20 09 2023,761.0305176
21 09 2023,755.9932861
22 09 2023,744.4588623
25 09 2023,745.1158447
26 09 2023,748.3522949
27 09 2023,743.0960693
28 09 2023,741.5630493
29 09 2023,742.8284302
03 10 2023,733.9464111
04 10 2023,744.4101563
05 10 2023,747.4276123
06 10 2023,746.6003418
09 10 2023,737.9372559
